"","PLAY","ACT","SCENE","SPEAKER"
"13438","2H4",1,3,"Iust."
"13439","2H4",1,3,"Fal."
"13440","2H4",1,3,"Iu."
"13441","2H4",1,3,"Fal."
"13442","2H4",1,3,"Iust."
"13443","2H4",1,3,"Fal."
"13444","2H4",1,3,"Iust"
"13445","2H4",1,3,"Fal."
"13446","2H4",1,3,"Iust."
"13447","2H4",1,3,"Fal."
"13448","2H4",1,3,"Iust."
"13449","2H4",1,3,"Fal."
"13450","2H4",1,3,"Iust."
"13451","2H4",1,3,"Fal."
"13452","2H4",1,3,"Iust."
"13453","2H4",1,3,"Fal."
"13454","2H4",1,3,"Iust."
"13455","2H4",1,3,"Fal."
"13456","2H4",1,3,"Page."
"13457","2H4",1,3,"Fal."
"13458","2H4",1,3,"Page."
"13459","2H4",1,3,"Fal."
"13460","2H4",1,4,"Ar."
"13461","2H4",1,4,"Mow."
"13462","2H4",1,4,"Hast."
"13463","2H4",1,4,"L. Bar."
"13464","2H4",1,4,"Hast."
"13465","2H4",1,4,"L. Bar."
"13466","2H4",1,4,"Arch."
"13467","2H4",1,4,"L. Bar."
"13468","2H4",1,4,"Hast."
"13469","2H4",1,4,"L. Bar."
"13470","2H4",1,4,"Hast."
"13471","2H4",1,4,"L. Bar."
"13472","2H4",1,4,"Hast."
"13473","2H4",1,4,"Ar."
"13474","2H4",1,4,"Hast."
"13475","2H4",1,4,"L. Bar."
"13476","2H4",1,4,"Hast."
"13477","2H4",1,4,"Arch."
"13478","2H4",1,4,"Mow."
"13479","2H4",1,4,"Hast."
"13480","2H4",2,1,"Hostesse."
"13481","2H4",2,1,"Fang."
"13482","2H4",2,1,"Hostesse."
"13483","2H4",2,1,"Fang."
"13484","2H4",2,1,"Hostesse."
"13485","2H4",2,1,"Snare."
"13486","2H4",2,1,"Fang."
"13487","2H4",2,1,"Host."
"13488","2H4",2,1,"Sn."
"13489","2H4",2,1,"Hostesse."
"13490","2H4",2,1,"Fang."
"13491","2H4",2,1,"Hostesse."
"13492","2H4",2,1,"Fang."
"13493","2H4",2,1,"Host."
"13494","2H4",2,1,"Fal."
"13495","2H4",2,1,"Fang."
"13496","2H4",2,1,"Falst."
"13497","2H4",2,1,"Host."
"13498","2H4",2,1,"Falst."
"13499","2H4",2,1,"Fang"
"13500","2H4",2,1,"Host."
"13501","2H4",2,1,"Page."
"13502","2H4",2,1,"Iust."
"13503","2H4",2,1,"Host."
"13504","2H4",2,1,"Ch. Iust."
"13505","2H4",2,1,"Host."
"13506","2H4",2,1,"Ch. Iust."
"13507","2H4",2,1,"Host."
"13508","2H4",2,1,"Falst."
"13509","2H4",2,1,"Ch▪ Iust."
"13510","2H4",2,1,"Falst."
"13511","2H4",2,1,"Host."
"13512","2H4",2,1,"Fal."
"13513","2H4",2,1,"Iust."
"13514","2H4",2,1,"Host."
"13515","2H4",2,1,"Iust."
"13516","2H4",2,1,"Fal."
"13517","2H4",2,1,"Iust."
"13518","2H4",2,1,"Falst."
"13519","2H4",2,1,"Ch. Iust."
"13520","2H4",2,1,"Gow."
"13521","2H4",2,1,"Falst."
"13522","2H4",2,1,"Host."
"13523","2H4",2,1,"Fal."
"13524","2H4",2,1,"Host."
"13525","2H4",2,1,"Fal."
"13526","2H4",2,1,"Host."
"13527","2H4",2,1,"Fal."
"13528","2H4",2,1,"Host."
"13529","2H4",2,1,"Fal."
"13530","2H4",2,1,"Host."
"13531","2H4",2,1,"Fal."
"13532","2H4",2,1,"Ch. Iust."
"13533","2H4",2,1,"Fal"
"13534","2H4",2,1,"Ch. Iu."
"13535","2H4",2,1,"Mes."
"13536","2H4",2,1,"Fal."
"13537","2H4",2,1,"Ch Iust."
"13538","2H4",2,1,"Mes."
"13539","2H4",2,1,"Fal."
"13540","2H4",2,1,"Ch. Iust."
"13541","2H4",2,1,"Fal."
"13542","2H4",2,1,"Ch. Iust."
"13543","2H4",2,1,"Fal."
"13544","2H4",2,1,"Gow."
"13545","2H4",2,1,"Ch. Iust."
"13546","2H4",2,1,"Fal."
"13547","2H4",2,1,"Ch. Iust."
"13548","2H4",2,1,"Fal."
"13549","2H4",2,1,"Ch. Iust."
"13550","2H4",2,2,"Prin."
"13551","2H4",2,2,"Poin."
"13552","2H4",2,2,"Prin."
"13553","2H4",2,2,"Poin."
"13554","2H4",2,2,"Prince."
"13555","2H4",2,2,"Poin."
"13556","2H4",2,2,"Prin."
"13557","2H4",2,2,"Poin."
"13558","2H4",2,2,"Prin."
"13559","2H4",2,2,"Poin."
"13560","2H4",2,2,"Prin."
"13561","2H4",2,2,"Poin"
"13562","2H4",2,2,"Prin."
"13563","2H4",2,2,"Poin."
"13564","2H4",2,2,"Prin."
"13565","2H4",2,2,"Poin."
"13566","2H4",2,2,"Prin."
"13567","2H4",2,2,"Poin."
"13568","2H4",2,2,"Prin."
"13569","2H4",2,2,"Pointz."
"13570","2H4",2,2,"Prince."
"13571","2H4",2,2,"Bar."
"13572","2H4",2,2,"Prin."
"13573","2H4",2,2,"Poin."
"13574","2H4",2,2,"Page."
"13575","2H4",2,2,"Prin."
"13576","2H4",2,2,"Bar."
"13577","2H4",2,2,"Page."
"13578","2H4",2,2,"Prin."
"13579","2H4",2,2,"Page."
"13580","2H4",2,2,"Prince."
"13581","2H4",2,2,"Poin."
"13582","2H4",2,2,"Bard."
"13583","2H4",2,2,"Prince."
"13584","2H4",2,2,"Bar."
"13585","2H4",2,2,"Poin."
"13586","2H4",2,2,"Bard."
"13587","2H4",2,2,"Poin."
"13588","2H4",2,2,"Prince."
"13589","2H4",2,2,"Poin. Letter."
"13590","2H4",2,2,"Prince."
"13591","2H4",2,2,"Poin."
"13592","2H4",2,2,"Prin."
"13593","2H4",2,2,"Poin."
"13594","2H4",2,2,"Prin."
"13595","2H4",2,2,"Poin."
"13596","2H4",2,2,"Prin."
"13597","2H4",2,2,"Bard."
"13598","2H4",2,2,"Prin."
"13599","2H4",2,2,"Bard."
"13600","2H4",2,2,"Prin."
"13601","2H4",2,2,"Page."
"13602","2H4",2,2,"Prin."
"13603","2H4",2,2,"Page."
"13604","2H4",2,2,"Prin."
"13605","2H4",2,2,"Page."
"13606","2H4",2,2,"Prin."
"13607","2H4",2,2,"Poin."
"13608","2H4",2,2,"Prin."
"13609","2H4",2,2,"Bar."
"13610","2H4",2,2,"Page."
"13611","2H4",2,2,"Prin."
"13612","2H4",2,2,"Poin."
"13613","2H4",2,2,"Prin."
"13614","2H4",2,2,"Poin"
"13615","2H4",2,2,"Prin."
"13616","2H4",2,3,"North."
"13617","2H4",2,3,"Wife."
"13618","2H4",2,3,"North."
"13619","2H4",2,3,"La."
"13620","2H4",2,3,"North."
"13621","2H4",2,3,"Wife."
"13622","2H4",2,3,"Lady."
"13623","2H4",2,3,"North."
"13624","2H4",2,4,"1. Drawer."
"13625","2H4",2,4,"2. Draw."
"13626","2H4",2,4,"1. Draw."
"13627","2H4",2,4,"2. Draw."
"13628","2H4",2,4,"1. Draw."
"13629","2H4",2,4,"2. Draw."
"13630","2H4",2,4,"Host."
"13631","2H4",2,4,"Dol."
"13632","2H4",2,4,"Host."
"13633","2H4",2,4,"Falst."
"13634","2H4",2,4,"Host."
"13635","2H4",2,4,"Falst."
"13636","2H4",2,4,"Dol."
"13637","2H4",2,4,"Falst."
"13638","2H4",2,4,"Dol."
"13639","2H4",2,4,"Falst."
"13640","2H4",2,4,"Dol."
"13641","2H4",2,4,"Falst."
"13642","2H4",2,4,"Host."
"13643","2H4",2,4,"Dol."
"13644","2H4",2,4,"Drawer."
"13645","2H4",2,4,"Dol."
"13646","2H4",2,4,"Host."
"13647","2H4",2,4,"Falst."
"13648","2H4",2,4,"Host."
"13649","2H4",2,4,"Falst."
"13650","2H4",2,4,"Host."
"13651","2H4",2,4,"Falst."
"13652","2H4",2,4,"Host."
"13653","2H4",2,4,"Dol."
"13654","2H4",2,4,"Host."
"13655","2H4",2,4,"Pist."
"13656","2H4",2,4,"Falst."
"13657","2H4",2,4,"Pist."
"13658","2H4",2,4,"Falst."
"13659","2H4",2,4,"Host."
"13660","2H4",2,4,"Pist."
"13661","2H4",2,4,"Dol."
"13662","2H4",2,4,"Pist."
"13663","2H4",2,4,"Dol."
"13664","2H4",2,4,"Pist."
"13665","2H4",2,4,"Host."
"13666","2H4",2,4,"Dol."
"13667","2H4",2,4,"Bard."
"13668","2H4",2,4,"Falst."
"13669","2H4",2,4,"Pist."
"13670","2H4",2,4,"Page."
"13671","2H4",2,4,"Pist."
"13672","2H4",2,4,"Host."
"13673","2H4",2,4,"Pist."
"13674","2H4",2,4,"Host."
"13675","2H4",2,4,"Bard."
"13676","2H4",2,4,"Pist."
"13677","2H4",2,4,"Host."
"13678","2H4",2,4,"Pist."
"13679","2H4",2,4,"Fal."
"13680","2H4",2,4,"Pist."
"13681","2H4",2,4,"Dol."
"13682","2H4",2,4,"Pist."
"13683","2H4",2,4,"Fal."
"13684","2H4",2,4,"Bard."
"13685","2H4",2,4,"Pist."
"13686","2H4",2,4,"Host."
"13687","2H4",2,4,"Fal."
"13688","2H4",2,4,"Dol."
"13689","2H4",2,4,"Fal."
"13690","2H4",2,4,"Host."
"13691","2H4",2,4,"Dol."
"13692","2H4",2,4,"Host."
"13693","2H4",2,4,"Fal."
"13694","2H4",2,4,"Bard."
"13695","2H4",2,4,"Fal."
"13696","2H4",2,4,"Dol."
"13697","2H4",2,4,"Fal."
"13698","2H4",2,4,"Dol."
"13699","2H4",2,4,"Page."
"13700","2H4",2,4,"Fal."
"13701","2H4",2,4,"Dol."
"13702","2H4",2,4,"Fal."
"13703","2H4",2,4,"Dol."
"13704","2H4",2,4,"Fal."
"13705","2H4",2,4,"Dol."
"13706","2H4",2,4,"Fal."
"13707","2H4",2,4,"Dol."
"13708","2H4",2,4,"Fal."
"13709","2H4",2,4,"Prince."
"13710","2H4",2,4,"Poin."
"13711","2H4",2,4,"Prince."
"13712","2H4",2,4,"Poin."
"13713","2H4",2,4,"Fal."
"13714","2H4",2,4,"Prince."
"13715","2H4",2,4,"Poin."
"13716","2H4",2,4,"Fal."
"13717","2H4",2,4,"Dol."
"13718","2H4",2,4,"Fal."
"13719","2H4",2,4,"Dol."
"13720","2H4",2,4,"Fal."
"13721","2H4",2,4,"Dol."
"13722","2H4",2,4,"Fal."
"13723","2H4",2,4,"Prin. Poin."
"13724","2H4",2,4,"Fal."
"13725","2H4",2,4,"Prince."
"13726","2H4",2,4,"Fal."
"13727","2H4",2,4,"Prince."
"13728","2H4",2,4,"Host."
"13729","2H4",2,4,"Fal."
"13730","2H4",2,4,"Dol."
"13731","2H4",2,4,"Poin."
"13732","2H4",2,4,"Prince."
"13733","2H4",2,4,"Host."
"13734","2H4",2,4,"Fal."
"13735","2H4",2,4,"Prince."
"13736","2H4",2,4,"Fal."
"13737","2H4",2,4,"Prince."
"13738","2H4",2,4,"Fal."
"13739","2H4",2,4,"Prince."
"13740","2H4",2,4,"Fal."
"13741","2H4",2,4,"Poin."
"13742","2H4",2,4,"Fal."
"13743","2H4",2,4,"Prince."
"13744","2H4",2,4,"Poin."
"13745","2H4",2,4,"Fal."
"13746","2H4",2,4,"Prince."
"13747","2H4",2,4,"Fal."
"13748","2H4",2,4,"Host."
"13749","2H4",2,4,"Fal."
"13750","2H4",2,4,"Host."
"13751","2H4",2,4,"Prince."
"13752","2H4",2,4,"Dol."
"13753","2H4",2,4,"Falst."
"13754","2H4",2,4,"Host."
"13755","2H4",2,4,"Prince."
"13756","2H4",2,4,"Peto."
"13757","2H4",2,4,"Prince."
"13758","2H4",2,4,"Falst."
"13759","2H4",2,4,"Bard."
"13760","2H4",2,4,"Falst."
"13761","2H4",2,4,"Dol."
"13762","2H4",2,4,"Falst."
"13763","2H4",2,4,"Host."
"13764","2H4",2,4,"Bard."
"13765","2H4",2,4,"Host."
"13766","2H4",2,4,"Bard."
"13767","2H4",2,4,"Host."
"13768","2H4",3,1,"King."
"13769","2H4",3,1,"War."
"13770","2H4",3,1,"King."
"13771","2H4",3,1,"War."
"13772","2H4",3,1,"King."
"13773","2H4",3,1,"War."
"13774","2H4",3,1,"King."
"13775","2H4",3,1,"War."
"13776","2H4",3,1,"King."
"13777","2H4",3,1,"War."
"13778","2H4",3,1,"King."
"13779","2H4",3,1,"War."
"13780","2H4",3,1,"King."
"13781","2H4",3,2,"Shal."
"13782","2H4",3,2,"Sil."
"13783","2H4",3,2,"Shal."
"13784","2H4",3,2,"Sil."
"13785","2H4",3,2,"Shal."
"13786","2H4",3,2,"Sil."
"13787","2H4",3,2,"Shal."
"13788","2H4",3,2,"Sil."
"13789","2H4",3,2,"Shal."
"13790","2H4",3,2,"Sil."
"13791","2H4",3,2,"Shal."
"13792","2H4",3,2,"Sil."
"13793","2H4",3,2,"Shal."
"13794","2H4",3,2,"Sil."
"13795","2H4",3,2,"Shal."
"13796","2H4",3,2,"Sil."
"13797","2H4",3,2,"Shal."
"13798","2H4",3,2,"Sil."
"13799","2H4",3,2,"Shal."
"13800","2H4",3,2,"Sil."
"13801","2H4",3,2,"Shal."
"13802","2H4",3,2,"Bard."
"13803","2H4",3,2,"Shal."
"13804","2H4",3,2,"Bard."
"13805","2H4",3,2,"Shal."
"13806","2H4",3,2,"Bard."
"13807","2H4",3,2,"Shal."
"13808","2H4",3,2,"Bard."
"13809","2H4",3,2,"Shal."
"13810","2H4",3,2,"Fal."
"13811","2H4",3,2,"Shal."
"13812","2H4",3,2,"Fal."
"13813","2H4",3,2,"Sil."
"13814","2H4",3,2,"Fal."
"13815","2H4",3,2,"Shal."
"13816","2H4",3,2,"Fal."
"13817","2H4",3,2,"Shal."
"13818","2H4",3,2,"Moul."
"13819","2H4",3,2,"Shal."
"13820","2H4",3,2,"Fal."
"13821","2H4",3,2,"Moul."
"13822","2H4",3,2,"Fal."
"13823","2H4",3,2,"Shal."
"13824","2H4",3,2,"Fal."
"13825","2H4",3,2,"Moul."
"13826","2H4",3,2,"Fal."
"13827","2H4",3,2,"Moul."
"13828","2H4",3,2,"Shallow."
"13829","2H4",3,2,"Fal."
"13830","2H4",3,2,"Shal."
"13831","2H4",3,2,"Shad."
"13832","2H4",3,2,"Fal."
"13833","2H4",3,2,"Shad."
"13834","2H4",3,2,"Falst."
"13835","2H4",3,2,"Shal."
"13836","2H4",3,2,"Falst."
"13837","2H4",3,2,"Shal."
"13838","2H4",3,2,"Falst."
"13839","2H4",3,2,"Wart."
"13840","2H4",3,2,"Falst."
"13841","2H4",3,2,"Wart."
"13842","2H4",3,2,"Fal."
"13843","2H4",3,2,"Shal."
"13844","2H4",3,2,"Falst."
"13845","2H4",3,2,"Shal."
"13846","2H4",3,2,"Feeble."
"13847","2H4",3,2,"Shal."
"13848","2H4",3,2,"Feeble."
"13849","2H4",3,2,"Shal."
"13850","2H4",3,2,"Fal."
"13851","2H4",3,2,"Feeble."
"13852","2H4",3,2,"Falst."
"13853","2H4",3,2,"Feeble."
"13854","2H4",3,2,"Fal."
"13855","2H4",3,2,"Feeble."
"13856","2H4",3,2,"Falst."
"13857","2H4",3,2,"Shal."
"13858","2H4",3,2,"Falst."
"13859","2H4",3,2,"Bul."
"13860","2H4",3,2,"Fal."
"13861","2H4",3,2,"Bul."
"13862","2H4",3,2,"Fal."
"13863","2H4",3,2,"Bul."
"13864","2H4",3,2,"Fal."
"13865","2H4",3,2,"Bul."
"13866","2H4",3,2,"Fal."
"13867","2H4",3,2,"Shal."
"13868","2H4",3,2,"Fal."
"13869","2H4",3,2,"Shal."
"13870","2H4",3,2,"Falstaffe."
"13871","2H4",3,2,"Shal."
"13872","2H4",3,2,"Fal."
"13873","2H4",3,2,"Shal."
"13874","2H4",3,2,"Fal."
"13875","2H4",3,2,"Shal."
"13876","2H4",3,2,"Fal."
"13877","2H4",3,2,"Shal."
"13878","2H4",3,2,"Sil."
"13879","2H4",3,2,"Shal."
"13880","2H4",3,2,"Falst."
"13881","2H4",3,2,"Shal."
"13882","2H4",3,2,"Bul."
"13883","2H4",3,2,"Bard."
"13884","2H4",3,2,"Mould."
"13885","2H4",3,2,"Bard."
"13886","2H4",3,2,"Feeble."
"13887","2H4",3,2,"Bard."
"13888","2H4",3,2,"Feeble."
"13889","2H4",3,2,"Falst."
"13890","2H4",3,2,"Shal."
"13891","2H4",3,2,"Bard."
"13892","2H4",3,2,"Falst."
"13893","2H4",3,2,"Shal."
"13894","2H4",3,2,"Falst."
"13895","2H4",3,2,"Shal."
"13896","2H4",3,2,"Falst."
"13897","2H4",3,2,"Shal."
"13898","2H4",3,2,"Falst."
"13899","2H4",3,2,"Bard."
"13900","2H4",3,2,"Falst."
"13901","2H4",3,2,"Shal."
"13902","2H4",3,2,"Falst."
"13903","2H4",3,2,"Shal."
"13904","2H4",3,2,"Falst."
"13905","2H4",3,2,"Shal."
"13906","2H4",3,2,"Falst."
"13907","2H4",4,1,"Bish."
"13908","2H4",4,1,"Hast."
"13909","2H4",4,1,"Bish."
"13910","2H4",4,1,"Hast."
"13911","2H4",4,1,"Bish."
"13912","2H4",4,1,"Mow."
"13913","2H4",4,1,"Hast."
"13914","2H4",4,1,"Mess."
"13915","2H4",4,1,"Mow."
"13916","2H4",4,1,"Bish."
"13917","2H4",4,1,"Mow."
"13918","2H4",4,1,"West."
"13919","2H4",4,1,"Bish."
"13920","2H4",4,1,"West."
"13921","2H4",4,1,"Bish."
"13922","2H4",4,1,"West."
"13923","2H4",4,1,"Bish."
"13924","2H4",4,1,"West."
"13925","2H4",4,1,"Mow."
"13926","2H4",4,1,"West."
"13927","2H4",4,1,"Mow."
"13928","2H4",4,1,"West."
"13929","2H4",4,1,"Mow."
"13930","2H4",4,1,"West."
"13931","2H4",4,1,"Mow."
"13932","2H4",4,1,"West."
"13933","2H4",4,1,"Hast."
"13934","2H4",4,1,"West."
"13935","2H4",4,1,"Bish."
"13936","2H4",4,1,"West."
"13937","2H4",4,1,"Bish."
"13938","2H4",4,1,"Mow."
"13939","2H4",4,1,"Hast."
"13940","2H4",4,1,"Mow."
"13941","2H4",4,1,"Bish."
"13942","2H4",4,1,"Hast."
"13943","2H4",4,1,"Bish."
"13944","2H4",4,1,"Mow."
"13945","2H4",4,1,"West."
"13946","2H4",4,1,"Mow."
"13947","2H4",4,1,"Bish."
"13948","2H4",4,1,"Iohn."
"13949","2H4",4,1,"Bish."
"13950","2H4",4,1,"Mow."
"13951","2H4",4,1,"Hast."
"13952","2H4",4,1,"Iohn."
"13953","2H4",4,1,"West."
"13954","2H4",4,1,"Iohn."
"13955","2H4",4,1,"Bish."
"13956","2H4",4,1,"Iohn."
"13957","2H4",4,1,"Hast."
"13958","2H4",4,1,"Bish."
"13959","2H4",4,1,"West."
"13960","2H4",4,1,"Bish."
"13961","2H4",4,1,"West."
"13962","2H4",4,1,"Mow."
"13963","2H4",4,1,"Bish."
"13964","2H4",4,1,"West."
"13965","2H4",4,1,"Bish."
"13966","2H4",4,1,"Mow."
"13967","2H4",4,1,"Iohn."
"13968","2H4",4,1,"Mow."
"13969","2H4",4,1,"Bish."
"13970","2H4",4,1,"Iohn."
"13971","2H4",4,1,"Bish."
"13972","2H4",4,1,"Iohn."
"13973","2H4",4,1,"West."
"13974","2H4",4,1,"Iohn."
"13975","2H4",4,1,"Hast."
"13976","2H4",4,1,"West."
"13977","2H4",4,1,"Mow."
"13978","2H4",4,1,"West."
"13979","2H4",4,1,"Bish."
"13980","2H4",4,1,"Iohn."
"13981","2H4",4,1,"Falst."
"13982","2H4",4,1,"Col."
"13983","2H4",4,1,"Falst."
"13984","2H4",4,1,"Col."
"13985","2H4",4,1,"Falst."
"13986","2H4",4,1,"Col."
"13987","2H4",4,1,"Fal."
"13988","2H4",4,1,"Iohn."
"13989","2H4",4,1,"Falst."
"13990","2H4",4,1,"Iohn."
"13991","2H4",4,1,"Falst."
"13992","2H4",4,1,"Iohn."
"13993","2H4",4,1,"Falst."
"13994","2H4",4,1,"Iohn."
"13995","2H4",4,1,"Falst."
"13996","2H4",4,1,"Iohn."
"13997","2H4",4,1,"Col."
"13998","2H4",4,1,"Iohn."
"13999","2H4",4,1,"Falst."
"14000","2H4",4,1,"Col."
"14001","2H4",4,1,"Falst."
"14002","2H4",4,1,"Iohn."
"14003","2H4",4,1,"West."
"14004","2H4",4,1,"Iohn."
"14005","2H4",4,1,"Falst."
"14006","2H4",4,1,"Iohn."
"14007","2H4",4,1,"Falst."
"14008","2H4",4,1,"Bard."
"14009","2H4",4,1,"Falst."
"14010","2H4",4,2,"King."
"14011","2H4",4,2,"War."
"14012","2H4",4,2,"King."
"14013","2H4",4,2,"Glo."
"14014","2H4",4,2,"King."
"14015","2H4",4,2,"Glo."
"14016","2H4",4,2,"King."
"14017","2H4",4,2,"Glo."
"14018","2H4",4,2,"Clar."
"14019","2H4",4,2,"King."
"14020","2H4",4,2,"Clar."
"14021","2H4",4,2,"King."
"14022","2H4",4,2,"Clar."
"14023","2H4",4,2,"King."
"14024","2H4",4,2,"Clar."
"14025","2H4",4,2,"King."
"14026","2H4",4,2,"War."
"14027","2H4",4,2,"King."
"14028","2H4",4,2,"West."
"14029","2H4",4,2,"King."
"14030","2H4",4,2,"Harc."
"14031","2H4",4,2,"King."
"14032","2H4",4,2,"Glo."
"14033","2H4",4,2,"Cla."
"14034","2H4",4,2,"West."
"14035","2H4",4,2,"War."
"14036","2H4",4,2,"Clar."
"14037","2H4",4,2,"Glo."
"14038","2H4",4,2,"Clar."
"14039","2H4",4,2,"War."
"14040","2H4",4,2,"Glo."
"14041","2H4",4,2,"King."
"14042","2H4",4,2,"War."
"14043","2H4",4,2,"King."
"14044","2H4",4,2,"Clar."
"14045","2H4",4,2,"War."
"14046","2H4",4,2,"P. Hen."
"14047","2H4",4,2,"Clar."
"14048","2H4",4,2,"P. Hen."
"14049","2H4",4,2,"Glo."
"14050","2H4",4,2,"P. Hen."
"14051","2H4",4,2,"Glo."
"14052","2H4",4,2,"P. Hen."
"14053","2H4",4,2,"War."
"14054","2H4",4,2,"Clar."
"14055","2H4",4,2,"War."
"14056","2H4",4,2,"P. Hen."
"14057","2H4",4,2,"King."
"14058","2H4",4,2,"Clar."
"14059","2H4",4,2,"War."
"14060","2H4",4,2,"King."
"14061","2H4",4,2,"Cla."
"14062","2H4",4,2,"King."
"14063","2H4",4,2,"War."
"14064","2H4",4,2,"Glo."
"14065","2H4",4,2,"King."
"14066","2H4",4,2,"War."
"14067","2H4",4,2,"King."
"14068","2H4",4,2,"War."
"14069","2H4",4,2,"King."
"14070","2H4",4,2,"P. Hen."
"14071","2H4",4,2,"King."
"14072","2H4",4,2,"Prince."
"14073","2H4",4,2,"King."
"14074","2H4",4,2,"Prince."
"14075","2H4",4,2,"King."
"14076","2H4",4,2,"Iohn."
"14077","2H4",4,2,"King."
"14078","2H4",4,2,NA
"14079","2H4",4,2,"."
"14080","2H4",4,2,"ng."
"14081","2H4",4,2,"r."
"14082","2H4",4,2,"ig."
"14083","2H4",5,1,"Shal."
"14084","2H4",5,1,"Fal."
"14085","2H4",5,1,"Shal."
"14086","2H4",5,1,"Dauie."
"14087","2H4",5,1,"Shal."
"14088","2H4",5,1,"Dauy."
"14089","2H4",5,1,"Shal."
"14090","2H4",5,1,"Dauy."
"14091","2H4",5,1,"Shal."
"14092","2H4",5,1,"Dauy."
"14093","2H4",5,1,"Shal."
"14094","2H4",5,1,"Dauy."
"14095","2H4",5,1,"Shal."
"14096","2H4",5,1,"Dauy."
"14097","2H4",5,1,"Shallow."
"14098","2H4",5,1,"Dauy."
"14099","2H4",5,1,"Shal."
"14100","2H4",5,1,"Dauy."
"14101","2H4",5,1,"Shal."
"14102","2H4",5,1,"Bard."
"14103","2H4",5,1,"Shal."
"14104","2H4",5,1,"Falstaffe."
"14105","2H4",5,1,"Shal."
"14106","2H4",5,1,"Falst."
"14107","2H4",5,2,"Warwicke."
"14108","2H4",5,2,"Ch. Iust."
"14109","2H4",5,2,"Warw."
"14110","2H4",5,2,"Ch. Iust."
"14111","2H4",5,2,"Warw."
"14112","2H4",5,2,"Ch. Iust."
"14113","2H4",5,2,"War."
"14114","2H4",5,2,"Ch. Iust."
"14115","2H4",5,2,"War."
"14116","2H4",5,2,"Ch. Iust."
"14117","2H4",5,2,"Iohn."
"14118","2H4",5,2,"Glou."
"14119","2H4",5,2,"Iohn."
"14120","2H4",5,2,"War."
"14121","2H4",5,2,"Ioh."
"14122","2H4",5,2,"Ch. Iust."
"14123","2H4",5,2,"Glou."
"14124","2H4",5,2,"Iohn."
"14125","2H4",5,2,"Cla."
"14126","2H4",5,2,"Ch. Iust."
"14127","2H4",5,2,"War."
"14128","2H4",5,2,"Ch. Iust."
"14129","2H4",5,2,"Prince."
"14130","2H4",5,2,"Iohn, &c."
"14131","2H4",5,2,"Prin."
"14132","2H4",5,2,"Ch. Iust."
"14133","2H4",5,2,"Pr."
"14134","2H4",5,2,"Ch. Iust."
"14135","2H4",5,2,"Prin."
"14136","2H4",5,3,"Shal"
"14137","2H4",5,3,"Fal."
"14138","2H4",5,3,"Shal."
"14139","2H4",5,3,"Falst."
"14140","2H4",5,3,"Shal"
"14141","2H4",5,3,"Sil."
"14142","2H4",5,3,"Fal."
"14143","2H4",5,3,"Shal."
"14144","2H4",5,3,"Da."
"14145","2H4",5,3,"Shal."
"14146","2H4",5,3,"Sil."
"14147","2H4",5,3,"Fal."
"14148","2H4",5,3,"Sil."
"14149","2H4",5,3,"Dauy."
"14150","2H4",5,3,"Shal."
"14151","2H4",5,3,"Dau."
"14152","2H4",5,3,"Sil."
"14153","2H4",5,3,"Fal."
"14154","2H4",5,3,"Sil."
"14155","2H4",5,3,"Fal."
"14156","2H4",5,3,"Sil."
"14157","2H4",5,3,"Shal."
"14158","2H4",5,3,"Dau."
"14159","2H4",5,3,"Bar."
"14160","2H4",5,3,"Shal."
"14161","2H4",5,3,"Bar."
"14162","2H4",5,3,"Shal."
"14163","2H4",5,3,"Bar."
"14164","2H4",5,3,"Shal."
"14165","2H4",5,3,"Fal"
"14166","2H4",5,3,"Sil."
"14167","2H4",5,3,"Fal."
"14168","2H4",5,3,"Sil."
"14169","2H4",5,3,"Dau."
"14170","2H4",5,3,"Fal."
"14171","2H4",5,3,"Pist."
"14172","2H4",5,3,"Fal."
"14173","2H4",5,3,"Pist."
"14174","2H4",5,3,"Sil."
"14175","2H4",5,3,"Pist."
"14176","2H4",5,3,"Fal."
"14177","2H4",5,3,"Pist."
"14178","2H4",5,3,"Fal."
"14179","2H4",5,3,"Sil."
"14180","2H4",5,3,"Pist."
"14181","2H4",5,3,"Shal."
"14182","2H4",5,3,"Pist."
"14183","2H4",5,3,"Shal."
"14184","2H4",5,3,"Pist."
"14185","2H4",5,3,"Shal."
"14186","2H4",5,3,"Pist."
"14187","2H4",5,3,"Shal."
"14188","2H4",5,3,"Pist."
"14189","2H4",5,3,"Fal."
"14190","2H4",5,3,"Pist."
"14191","2H4",5,3,"Fal."
"14192","2H4",5,3,"Bard."
"14193","2H4",5,3,"Pist."
"14194","2H4",5,3,"Fal."
"14195","2H4",5,3,"Pist."
"14196","2H4",5,4,"Hostesse."
"14197","2H4",5,4,"Off."
"14198","2H4",5,4,"Dol."
"14199","2H4",5,4,"Host."
"14200","2H4",5,4,"Officer."
"14201","2H4",5,4,"Dol."
"14202","2H4",5,4,"Off."
"14203","2H4",5,4,"Host."
"14204","2H4",5,4,"Dol."
"14205","2H4",5,4,"Host."
"14206","2H4",5,4,"Dol."
"14207","2H4",5,4,"Host."
"14208","2H4",5,4,"Dol."
"14209","2H4",5,4,"Off."
"14210","2H4",5,5,"1. Groo."
"14211","2H4",5,5,"2. Groo."
"14212","2H4",5,5,"1. Groo."
"14213","2H4",5,5,"Falstaffe."
"14214","2H4",5,5,"Pistol."
